artist (original),"""Best"" pair",Similarity,Character difference,Operations to transform
Tofu,Toun,0.75,2,2
Los Four,Ros Ford,0.75,3,3
Enoe,Enen,0.75,2,2
Pering,Per Röding,0.75,4,1
Gerardo Ramos Brito,Gerardo Porto,0.75,7,3
Tarshito,Tari Ito,0.75,4,2
Gerd Knäpper,Gerda Koppel,0.75,4,3
Offenthal,Lenthal,0.75,3,1
Gerd Utescher,Gerd Kehrer,0.75,5,3
Edward S. Curtis,Edward A. Morris,0.75,4,3
Rosanjin,Gasanjin,0.75,2,1
Jacob van Zevecote,Jacob van Geel,0.75,6,3
Simon Norfolk,Simon Yorke,0.75,5,3
Mr Zero,Mary Bero,0.75,3,3
Gohm,Goma,0.75,2,2
Ink,Inkie,0.75,2,1
Wu Chi-Tsung,Hu Chi-Chung,0.75,3,2
Binho,Bio,0.75,2,1
Teles Júnior,Valle Júnior,0.75,3,2
Koma,Goma,0.75,1,1
Semor,Sem,0.75,2,1
Graham Badari,Graham Boyd,0.75,4,2
Debora Moore,George Moore,0.75,3,3
Kanos,Kao,0.75,2,2
Elena Mazzi,Elena Murariu,0.75,5,3
Ransen,Rowanessen,0.75,4,2
Elena Mazzi,Ventura Mazzi,0.75,5,2
Da Cruz,Juan Cruz,0.75,2,2
Guilherme Kramer,Guilherme Litran,0.75,4,2
Naihan Li,Shan Li,0.75,3,1
Gum,Guman,0.75,2,1
Kim Lim,Kiki Lima,0.75,2,2
Scan,Sana,0.75,2,2
Kim Hyunsook,Kim Heungsou,0.75,4,3
Scar,Sara,0.75,2,2
Da Cruz,Raul Cruz,0.75,3,2
Debe,Deve,0.75,1,1
Guri,Ruri,0.75,1,1
Semke,Sem,0.75,2,1
Kenji Nakai,Keiji Sakurai,0.75,4,3
Sego,Gego,0.75,1,1
Eime,Nime,0.75,1,1
Rase,Raps,0.75,2,2
Kazuki,Kazuki Itō,0.75,4,1
Otto Stupakoff,Otto Stark,0.75,6,3
Acra,Aram,0.75,2,2
Trav,Trax,0.75,1,1
Samuel Cohen Elion,Samuel Collins,0.75,7,3
Meka,Meek,0.75,2,2
Risk,Rius,0.75,2,2
Oscar Muñoz,Oscar Murillo,0.75,2,2
Jorge Zapata,Jaime Zapata,0.75,3,1
Mews,Maes,0.75,2,2
Change,Chuang Che,0.75,4,2
Change,Chiang Yee,0.75,4,3
Reso,Reon,0.75,2,2
Domoto Insho,Domoto Hisao,0.75,3,2
Reso,Revs,0.75,2,2
Diego Bejarano,Guillermo Bejarano,0.75,4,3
Kārlis Hūns,Kārlis Sūniņš,0.75,2,2
Diego Bejarano,Diego Lara,0.75,5,2
David Manzur Londoño,David Manzur,0.75,8,1
Samuel Blyth,Samuel Bough,0.75,3,1
Alan Copeland,Jan Roeland,0.75,4,3
Samuel Blyth,Samuel Firth,0.75,3,1
Meys,Maes,0.75,2,2
Billeci,Bill Reid,0.75,4,3
Samuel Blyth,Samuel Bentz,0.75,3,2
Samuel Blyth,Samuel Smith,0.75,3,1
Ser,Saber,0.75,2,1
Ser,Smear,0.75,2,2
Ser,Segar,0.75,2,1
Ser,Sheri,0.75,2,2
Samuel Blyth,Samuel Walsh,0.75,3,2
Samuel Cohen Elion,Samuel Politon,0.75,7,3
Kram,Aram,0.75,1,1
Shat,Sōha,0.75,2,2
Maxton,Max Fenton,0.75,4,1
Tras,Tara,0.75,2,2
Esther Parada,Esther Carp,0.75,4,2
Ah Xian,Zhou Xian,0.75,3,2
Robert Polhill Bevan,Robert Bevan,0.75,8,1
Erte,Erté,0.75,1,1
Akye,Akay,0.75,2,2
Silvia Roldán,Silvia Radu,0.75,4,2
Marinot,Mare Vint,0.75,4,2
T.D.,H.D.,0.75,1,1
Sophia Jobim,Sophia Cobbe,0.75,3,2
Pavel Pecina,Pavel Kalina,0.75,3,1
Pavel Pecina,Karel Peřina,0.75,3,3
A. Aziz,Arif Aziz,0.75,1,1
Maria Lugossy,Maria Rossa,0.75,4,2
Tot,Totěf,0.75,2,1
GOMS,GOMA,0.75,1,1
Maeder,Max Roeder,0.75,4,1
Roberto Domingo y Fallola,Roberto Domingo,0.75,10,1
Pedro Batista,Pedro Gasis,0.75,4,3
A. van Goethem,Edourd van Goethem,0.75,2,1
Creo,Cleo,0.75,1,1
Blo,Belio,0.75,2,2
Ludo,Ludi,0.75,1,1
Mattia,Matti Kota,0.75,4,1
Ah Xian,Chen Xian,0.75,3,2
Felix Bonfils,Felix Bibus,0.75,4,2
Jaya,Jaca,0.75,1,1
Johann Lötz Witwe,Johannes Witwer,0.75,6,2
Maria Lugossy,Maria Rossi,0.75,4,2
Jaya,Zaya,0.75,1,1
Felix Bonfils,Felix Moris,0.75,4,3
Maria Lugossy,Marika Voss,0.75,5,3
Feen,Seen,0.75,1,1
Ralph Bacerra,Ralph Bower,0.75,4,2
Maria Lugossy,Maria Luiko,0.75,4,2
Clairol,Clair Joy,0.75,3,2
Chu,Chotu,0.75,2,1
Payo,Mayo,0.75,1,1
Dems,Demi,0.75,1,1
Suh,Sucho,0.75,2,2
A. van Winter,Hans Winter,0.75,5,2
Cabe,Cabu,0.75,1,1
Maria Lugossy,Maria Kloss,0.75,4,2
Freres,Fred Cress,0.75,4,2
Rime,Nime,0.75,1,1
Nims,Nime,0.75,1,1
Nina Beier,Georgina Beier,0.75,1,1
Jaya,Baya,0.75,1,1
Simm,Summ,0.75,1,1
Jaya,Jala,0.75,1,1
Jive,Jiva,0.75,1,1
Michael Rayal & Sohn,Michael Ryan,0.75,8,2
Nome,Nime,0.75,1,1
Shōji Hamada,Yoshi Hamada,0.75,3,2
W.S.,J.S.,0.75,1,1
Léon Pallière,Léon Parent,0.75,6,2
Hiromi Yuasa,Hiromi Ogata,0.75,3,2
Léon Pallière,Léon Alègre,0.75,5,3
Shōji Hamada,Taiji Hamada,0.75,3,1
Dert,Dett,0.75,2,2
Nomo,Nemo,0.75,1,1
Luke Cameron,Alex Cameron,0.75,4,2
Luke Cameron,Hugh Cameron,0.75,3,2
Hill & Adamson,Jill Adams,0.75,5,3
Ralph Bacerra,Ralph Mayer,0.75,4,3
Shat,Shag,0.75,1,1
Nicolò Degiorgis,Lilián Degiorgis,0.75,4,3
Tras,Trax,0.75,1,1
Svay Ken,Shay Kun,0.75,2,2
Yantr,Yan,0.75,2,1
Jang,Juan,0.75,2,2
Luigi Auriemma,Luigi Cima,0.75,5,2
Tore,Trez,0.75,2,2
Ludovico Diaz de Santillana,Alessandro Diaz de Santillana,0.75,6,2
Macs,Maes,0.75,1,1
Sker,Sokr,0.75,2,2
Andy Yen,Andy Lee,0.75,2,2
Zoya,Zaya,0.75,1,1
Simon Annand,Shimon Wanda,0.75,5,3
Simon Annand,Simon Durand,0.75,3,1
Ankh,Anko,0.75,1,1
Byon,Bona,0.75,2,2
Byon,Bone,0.75,2,2
Roes,Rone,0.75,2,2
Roes,Revs,0.75,2,2
Dan Leo,Dan Gheno,0.75,2,2
Galo,Gleo,0.75,2,2
Peps,Paps,0.75,1,1
M.M.,M.E.,0.75,1,1
M.M.,V.M.,0.75,1,1
Ma Qiusha,Ma Quan,0.75,4,3
M.M.,L.M.,0.75,1,1
Nok,Nowák,0.75,2,1
Ismail Fattah,Lisa Fattah,0.75,4,3
Alexander Mikhailovich Rodchenko,Alexander Rodchenko,0.7450980392156863,13,1
Alejandrino Irureta,Pedro Alejandrino Irureta Artola,0.7450980392156863,13,2
Jacques-Jean-Baptiste Tilliard,Jean-Baptiste Alizard,0.7450980392156863,12,3
Sir George Beaumont,"Sir George Beaumont, 7th Baronet",0.7450980392156863,13,1
Yanggarriny Wunungmurra,Datjirri Wunungmurra,0.7441860465116279,7,3
Helena Darmesteter,Héléna Arsène Darmesteter,0.7441860465116279,9,3
Stephen Brimson Lewis,Stephen Simons,0.7428571428571429,8,3
Julio Cesar Moreno,Julio César Trobo,0.7428571428571429,5,3
John Gordon Rideout,John Gordon Bill,0.7428571428571429,6,2
Atelier Van Lieshout,A. van Lieshout,0.7428571428571429,7,2
Pompeo Girolamo Batoni,Pompeo Batoni,0.7428571428571429,9,1
Gianni Caravaggio,Giovanni Canavesio,0.7428571428571429,6,3
Tej Bahadur Chitrakar,Baul Chitrakar,0.7428571428571429,8,3
Imran Qureshi,Mohammad Imran Qureshi,0.7428571428571429,9,1
Hermanus Heuvel,Herma van den Heuvel,0.7428571428571429,5,2
Noriyasu Fukushima,Tikashi Fukushima,0.7428571428571429,5,3
Roswell Gleason,Rowell Tyson,0.7407407407407407,5,2
Steven Claydon,Steven Sloman,0.7407407407407407,6,3
Tang Zhengzhong,Tang Zisheng,0.7407407407407407,7,2
Tang Zhengzhong,Tang Zhongqi,0.7407407407407407,7,2
German School,Hermann Schott,0.7407407407407407,4,3
Enrica Borghi,Enrico Bordoni,0.7407407407407407,3,2
Nicolás Martínez Ortiz,Nikolas Martínez Ortiz de Zarate,0.7407407407407407,12,3
Takeshi Yasuda,Takashi Asada,0.7407407407407407,4,3
Alma Kalaju Webou,Alma Webou,0.7407407407407407,7,1
Edris Eckhardt,Alois Eckardt,0.7407407407407407,4,2
Felix Lecomte,Felix Lafuente,0.7407407407407407,6,2
Rachel Shimpock,Rachel Timor,0.7407407407407407,5,3
Samuel Danforth,Samuel Firth,0.7407407407407407,5,1
Yoshio Nitta,Yoshio Nakajima,0.7407407407407407,6,2
Dominick & Haff,Dominik Haiz,0.7407407407407407,5,3
Frank Coxhead,Frank Couteaux,0.7407407407407407,3,2
Hadrian Mendoza,Ryan Mendoza,0.7407407407407407,5,1
Dana Vachtova,Dana Zacharová,0.7407407407407407,3,3
Ctibor Bachratý,Ctibor Bayer,0.7407407407407407,5,2
Maria Björnson,Maria Barosso,0.7407407407407407,4,3
Marion Delarue,Mario Deluigi,0.7407407407407407,4,3
Matthijs Pool,Matthijs Balen,0.7407407407407407,5,2
Arnaldo Garcez,Arnaldo Ginna,0.7407407407407407,7,2
Sandra Backlund,Sandra Baker,0.7407407407407407,5,2
Matthijs Pool,Matthijs Bloem,0.7407407407407407,3,2
Arnaldo Garcez,Arnaldo Galli,0.7407407407407407,4,1
Rainer Ganahl,Rainer Glatzel,0.7407407407407407,4,2
Teresa Helbig,Ferenc Helbing,0.7407407407407407,4,3
Desmond Heeley,Desmond Doyle,0.7407407407407407,4,2
Byung Jin Kim,Byung Chul Kim,0.7407407407407407,3,1
J.D. Matthieu,David Matthieu,0.7407407407407407,3,2
Justus Chevillet,Justus Hill,0.7407407407407407,6,2
Hideaki Tanaka,Mizuki Tanaka,0.7407407407407407,4,2
Bernat Saulet,Bernat Sanjuan,0.7407407407407407,5,2
Seymour Haden,Seymour Walker,0.7407407407407407,3,3
Boyd Webb,Byron Webb,0.7368421052631579,4,2
Elsie Dam,Elsie Haas,0.7368421052631579,2,2
Sten Lex,Sten Laufke,0.7368421052631579,5,2
Yale Joel,Grace Joel,0.7368421052631579,2,2
Sue Blane,Sue Ryland,0.7368421052631579,2,2
John Beasly Greene,John Hippisley Green,0.7368421052631579,5,3
Elias Nessenthaler,Andreas Nesselthaler,0.7368421052631579,4,2
Lee Boltin,Lei Molin,0.7368421052631579,3,3
Hugh Owen,Hugo Swaen,0.7368421052631579,3,3
Lee Boltin,Lee Blair,0.7368421052631579,3,3
Jane Régny,Jane Lévy,0.7368421052631579,3,2
Dajung Lee,Kwang Lee,0.7368421052631579,3,2
Joon Kim,Joan Kimura,0.7368421052631579,4,2
Simelli,Simone Balli,0.7368421052631579,5,2
Salviati,Jim Salvati,0.7368421052631579,5,2
Juyoung Lee,John Lee,0.7368421052631579,4,3
Juyeon Kim,Byron Kim,0.7368421052631579,3,2
Tomotada,Tomoo Handa,0.7368421052631579,2,2
Kyaw Lin,Kyaw Hlaing,0.7368421052631579,2,2
E. Flamant,E. Polman,0.7368421052631579,3,3
Paulo Ito,Paul Storm,0.7368421052631579,4,3
Dave Lock,David Kock,0.7368421052631579,2,2
Mike Kemp,Mikel Temo,0.7368421052631579,3,3
Holly Lee,Molly Luce,0.7368421052631579,4,3
Jacek Kulm,Jack Boul,0.7368421052631579,3,3
Pettoruti,Petr Nutil,0.7368421052631579,5,3
Jong Gu Lee,John Lee,0.7368421052631579,5,2
Gustavo Vasconcelos,Cássio Vasconcellos,0.7368421052631579,6,3
Adam Loofs,Adam Cost,0.7368421052631579,4,3
Masanori,Marisa Mori,0.7368421052631579,3,2
Sekigawa,Senji Ogawa,0.7368421052631579,3,2
Palliere,Paul Allier,0.7368421052631579,5,2
Jiwon Kim,So-Jin Kim,0.7368421052631579,5,2
The Blind,Theo Glinz,0.7368421052631579,3,3
Markovitz,Mark Wirtz,0.7368421052631579,3,2
Pan Ping-Yu,Yan Ping,0.7368421052631579,4,2
Hein Gorny,Hein Kray,0.7368421052631579,3,2
Nikanor Grigoryevich Chernetsov,Grigory Chernetsov,0.7346938775510204,13,2
Duncan Christie,Dan Christensen,0.7333333333333333,8,3
Stuart Ringholt,Stuart Robinson,0.7333333333333333,6,3
Branicki Painter,Jordan Painter,0.7333333333333333,6,3
Umberto Cavenago,Umberto Savoia,0.7333333333333333,5,3
Axel Vervoordt,Michiel Vervoort,0.7333333333333333,3,2
Nicolaas Struyck,Nicolaes Ryckx,0.7333333333333333,6,3
Valerio Carruba,Valerio Cassano,0.7333333333333333,6,2
Valerio Carruba,Valerio Berruti,0.7333333333333333,4,2
Umberto Cavenago,Umberto Romano,0.7333333333333333,5,3
Branicki Painter,Micali Painter,0.7333333333333333,5,2
Walter B. Woodbury,Walter Bondy,0.7333333333333333,7,3
Kagaku Murakami,Saburō Murakami,0.7333333333333333,6,3
Antanas Sutkus,Antanas Samuolis,0.7333333333333333,5,2
Aernout Nagtegaal,Jan Nagtegaal,0.7333333333333333,6,2
José Contente,José Ponce Puente,0.7333333333333333,2,2
Duncan Christie,Sheena Christie,0.7333333333333333,4,3
Gilbert & George,Gilbert Rogers,0.7333333333333333,7,3
Norbert Miguletz,Norbert Bleidt,0.7333333333333333,7,3
Valerio Carruba,Valerio Mariani,0.7333333333333333,6,3
Antanas Sutkus,Antanas Gudaitis,0.7333333333333333,6,3
Kagaku Murakami,Yutaka Murakami,0.7333333333333333,4,2
Tomasz Wendland,Tomasz Vetulani,0.7333333333333333,4,3
Gilbert & George,Gilbert Louage,0.7333333333333333,5,2
Miquel García Membrado,Manuel García Meana,0.7317073170731707,7,3
Isacq Samuel Busard,Jacques Samuel Bernard,0.7317073170731707,7,3
Mariano Benlliure Gil,Blas Benlliure y Gil,0.7317073170731707,8,3
Mariano Benlliure Gil,José Benlliure y Gil,0.7317073170731707,10,3
Bob Landry,Louis Landry,0.7272727272727273,2,2
Jaune,Janebé,0.7272727272727273,3,2
Luini,Lu Tin,0.7272727272727273,3,2
Boeing,Belin,0.7272727272727273,3,3
Chege,Cherng,0.7272727272727273,3,2
Jeser,Meuser,0.7272727272727273,2,2
Luini,Lu Lin,0.7272727272727273,3,2
Luini,Lu Jin,0.7272727272727273,3,2
Anna Holtblad,Anna Held,0.7272727272727273,5,2
Mohammed Mostafa,Mohammed Esfahani,0.7272727272727273,8,3
Poesia,Posis,0.7272727272727273,2,2
Atem,Artemon,0.7272727272727273,3,2
Luc Aubort,Louis Aubert,0.7272727272727273,3,3
Luca Monterastelli,Luca Pignatelli,0.7272727272727273,6,3
Enzor,Evenor,0.7272727272727273,3,2
Ronzo,Ronroy,0.7272727272727273,2,2
Mitsunaga,Rui Matsunaga,0.7272727272727273,5,2
Mitsunaga,Mitsuo Sagawa,0.7272727272727273,3,2
Abhijit Dutta,Amit Dutt,0.7272727272727273,5,2
Cheon,Cherng,0.7272727272727273,2,2
Luisa Rabbia,Lisa Rhana,0.7272727272727273,5,3
Tokinao,Tona,0.7272727272727273,3,2
Sines,Sòsies,0.7272727272727273,3,2
Anna Holtblad,Anna Hall,0.7272727272727273,5,3
Fante,Kantei,0.7272727272727273,2,2
Perso,Perdok,0.7272727272727273,2,2
Mark Strizic,Mark Stock,0.7272727272727273,5,2
Mark Sfirri,Mark Senior,0.7272727272727273,4,3
Yamamoto Hiroyuki,Yamamoto Denroku,0.7272727272727273,5,3
Mark Klett,Mark Cazalet,0.7272727272727273,2,2
Calma,Chamar,0.7272727272727273,3,3
Mark Hewitt,Sean Hewitt,0.7272727272727273,3,2
Tairona,Tara,0.7272727272727273,3,2
Hutin,Hotine,0.7272727272727273,2,2
Demer,Beymer,0.7272727272727273,2,2
Buler,Muller,0.7272727272727273,2,2
Sheryo,Chery,0.7272727272727273,2,2
Burt Glinn,Almut Glinin,0.7272727272727273,3,3
Perso,Petrus,0.7272727272727273,3,3
Peggy Ahwesh,Peggy Shaw,0.7272727272727273,5,3
Peggy Ahwesh,Peggy Ewer,0.7272727272727273,4,2
Defer,Nefero,0.7272727272727273,2,2
Ferrez,Feure,0.7272727272727273,2,2
Skea,Skynear,0.7272727272727273,3,2
Perou,Petrus,0.7272727272727273,3,3
Defer,Devers,0.7272727272727273,2,2
Tors,Theoros,0.7272727272727273,3,2
Shirk,Shinko,0.7272727272727273,2,2
Biemann,Benn,0.7272727272727273,3,2
Perou,Perdok,0.7272727272727273,2,2
Sukel,Shukei,0.7272727272727273,2,2
Buler,Balder,0.7272727272727273,2,2
Alien,Aldine,0.7272727272727273,3,3
Mabel Early,Mary Earley,0.7272727272727273,4,2
Noise,Ninsei,0.7272727272727273,3,3
Mike Adrao,Mike Deodato,0.7272727272727273,3,3
Mike Adrao,Mike Absalom,0.7272727272727273,4,3
Roids,Rotius,0.7272727272727273,2,2
Dürer,Draner,0.7272727272727273,3,2
Calma,Calais,0.7272727272727273,3,2
Calma,Valmar,0.7272727272727273,2,2
Mabel Early,Mabel Pryde,0.7272727272727273,5,3
Strook,Sooki,0.7272727272727273,3,2
Zen'en,Zende,0.7272727272727273,2,2
Andrés Audiffred,Édouard Audiffred,0.7272727272727273,7,3
Hueman,Guman,0.7272727272727273,2,2
Hueman,Huens,0.7272727272727273,3,2
Hueman,Helma,0.7272727272727273,3,3
Hueman,emjan,0.7272727272727273,3,2
Demer,Devers,0.7272727272727273,2,2
Blunt,Brunet,0.7272727272727273,2,2
Bater,Carter,0.7272727272727273,2,2
Solange Oliveira,Jorge de Oliveira,0.7272727272727273,7,3
Italian,Iaia,0.7272727272727273,3,3
Mali Genest,Meri Genetz,0.7272727272727273,4,3
Fusca,Muscha,0.7272727272727273,2,2
Bardet,Blade,0.7272727272727273,3,3
Lin Min-Yi,Lin Tien-jui,0.7272727272727273,3,3
China Girl,Catalina Gil,0.7272727272727273,2,2
Zeila,Zelman,0.7272727272727273,3,3
Hashimoto Sadahide,Hashimoto Okiie,0.7272727272727273,6,2
Sara Conti,Sarah Conley,0.7272727272727273,3,2
Eloy Torrez,Eloy Moreno,0.7272727272727273,3,3
Adam Czelny,Adam Cullen,0.7272727272727273,3,3
Boulle,Bolek,0.7272727272727273,3,2
Mosko,Masako,0.7272727272727273,2,2
Nguyen Van Nhan,Nguyen Van Cuong I,0.7272727272727273,6,2
Moshe Zabari,Moshe Amar,0.7272727272727273,4,2
Justine Gaga,Justin Bua,0.7272727272727273,4,3
Efren,Eirene,0.7272727272727273,2,2
Alaniz,Aslan,0.7272727272727273,3,2
Grems,Grimes,0.7272727272727273,3,2
Taunay,Tania,0.7272727272727273,3,3
Laure Tixier,Lars Trier,0.7272727272727273,4,3
Jumana Manna,Roman Mann,0.7272727272727273,4,3
Sexer,Sebert,0.7272727272727273,2,2
Stain,Stefan,0.7272727272727273,3,2
Vine,Vincent,0.7272727272727273,3,2
Stain,Stacia,0.7272727272727273,2,2
Saile,Savill,0.7272727272727273,2,2
Sara Conti,Sarah Curtis,0.7272727272727273,4,3
Sara Conti,Cesare Conti,0.7272727272727273,2,2
Never,Nefero,0.7272727272727273,2,2
Aorta,Arotxa,0.7272727272727273,3,3
Never,Devers,0.7272727272727273,2,2
Serse,Seream,0.7272727272727273,3,2
Jacobus Carrenhoff,Jacobus Martens,0.7272727272727273,6,3
Aorta,Andora,0.7272727272727273,3,2
Parbo,Pájaro,0.7272727272727273,3,2
Dikra,Dirola,0.7272727272727273,3,2
Sambre,Saber,0.7272727272727273,3,3
Dain,Damjing,0.7272727272727273,3,2
Cerok,Perdok,0.7272727272727273,2,2
Asante,Anant,0.7272727272727273,2,2
Jan Jansz. Treck,Jan Jansz. Buesem,0.7272727272727273,4,2
Cekas,Cuevas,0.7272727272727273,2,2
Asante,Aslan,0.7272727272727273,3,2
Dain,Damiane,0.7272727272727273,3,3
Sara Conti,Sandra Cinto,0.7272727272727273,4,3
Asper,Apexer,0.7272727272727273,3,2
Morka,Morago,0.7272727272727273,3,2
Tenga,Texana,0.7272727272727273,3,2
Jamel,Jamali,0.7272727272727273,2,2
Natsuo,Nathu,0.7272727272727273,2,2
Rasel,Pastel,0.7272727272727273,2,2
Kim Steele,Edwin Steele,0.7272727272727273,2,2
Casio,Cranio,0.7272727272727273,2,2
Ales Vasicek,Aleša Vaic,0.7272727272727273,4,3
Seize,Keizer,0.7272727272727273,2,2
Monika Piwowarska,Monika Sosnowska,0.7272727272727273,5,2
Piano,Puxian,0.7272727272727273,3,2
Arone,Aregon,0.7272727272727273,3,2
Katre,Kantei,0.7272727272727273,3,3
Geslin,Belin,0.7272727272727273,2,2
Naste,Pastel,0.7272727272727273,2,2
Tenga,Sengai,0.7272727272727273,2,2
Judith Hopf,Judith Alpi,0.7272727272727273,3,2
Krast,Krause,0.7272727272727273,2,2
Adam van Vianen (I),Jan van Vianen,0.7272727272727273,7,3
Hai Bo,Ma Bo,0.7272727272727273,2,2
Bollee,Bolek,0.7272727272727273,2,2
Hald,Haludar,0.7272727272727273,3,2
Pierpaolo Campanini,Pietro Campana,0.7272727272727273,8,3
El Norteño,El Hortelano,0.7272727272727273,2,2
Waste,Pastel,0.7272727272727273,2,2
Dosai,Sonsai,0.7272727272727273,2,2
Casio,Masito,0.7272727272727273,2,2
Michelangelo da Caravaggio,Michelangelo Carducci,0.723404255319149,9,3
Pierre Philippe Thomire,Pierre Philippe Bertrand,0.723404255319149,6,2
Johann Heinrich Maria Hubert Rennefeld,Johann Heinrich Krefeld,0.7213114754098361,16,2
Damià Forment,Joan Forment,0.72,4,2
Jay Belloli,Andrea Belloli,0.72,2,2
Phoa Tjong Ling,Zhang Ling,0.72,6,3
Uhuru Design,Boubou Design,0.72,3,2
Ebenezer Smith,Peter Smith,0.72,5,2
Alfonz Groma,Alfons Graber,0.72,6,3
Teófilo Rego,Teófilo Vaeza,0.72,3,2
Ángel Ferrant,Ángel Beraud,0.72,4,3
Bert Samples,Robert Salles,0.72,3,2
Maksim Bushi,Maksim Kosykh,0.72,5,3
Tamikichi Kato,Tōichi Katō,0.72,5,2
Susan Narduli,Susan Norrie,0.72,5,3
Shinji Ohmaki,Shinji Ogawa,0.72,4,2
Manny Velazquez,Manny Vega,0.72,6,2
Naoto Hirooka,Naotaka Hiro,0.72,4,2
Reed & Barton,Peter Barton,0.72,5,3
Yun Soo Kim,Young Shik Kim,0.72,4,3
Anya Hindmarch,Anna Hirsch,0.72,6,3
Yto Barrada,Jorge Barradas,0.72,6,3
Glasflügel,Otto Glanflügel,0.72,6,2
Tay Chee Toh,Tan Chee Teck,0.72,3,2
Luca Trevisani,Luca Eliani,0.72,5,2
Diego Siloe,Diego Trujillo,0.72,3,3
Ann Northrup,Ann Nosworthy,0.72,6,2
La Courtille,Ralph Courtie,0.72,6,3
La Courtille,Paul Coupille,0.72,5,3
Otdelnov Pavel,Helen Pavel,0.72,6,3
Atelier Herz,Gottlieb Herz,0.72,3,3
Mollie Parnis,Molly Parkin,0.72,6,3
Zoë Dominic,Bruno Dominici,0.72,3,3
German carver,German Grobe,0.72,4,3
Andy Dewantoro,Andy Donato,0.72,5,3
Lutzenberger,A. Luttenberg,0.72,6,3
Gianfranco Notargiacomo,Gianfranco Pardi,0.717948717948718,9,3
Leonardas Gutauskas,Edvardas Ganusauskas,0.717948717948718,7,3
Stephen Dee Edwards,Stanley Dean Edwards,0.717948717948718,8,3
Bread and Butter,Benno Butter,0.7142857142857143,6,3
Nagahara,Ngarra,0.7142857142857143,3,2
Ela Shah,Ya Sha,0.7142857142857143,3,2
Nagahara,Nashar,0.7142857142857143,3,2
E Chan,Li Chang,0.7142857142857143,2,2
Jarus,Jan Kruis,0.7142857142857143,4,2
I Ketut Budiana,I Ketut Kicen,0.7142857142857143,5,3
Yukihiko Yasuda,Yukiko Takasu,0.7142857142857143,5,3
I Ketut Budiana,I Ketut Tunge,0.7142857142857143,5,3
Bodanzky,Banksy,0.7142857142857143,4,3
Amose,Amos Hetz,0.7142857142857143,4,2
Smithe,I. Smith,0.7142857142857143,4,2
Ndebele,Lebelle,0.7142857142857143,3,2
Fallot,Chaillot,0.7142857142857143,2,2
Ana Lupaș,Anapa,0.7142857142857143,4,2
Marie Gudme Leth,Marie Baudet,0.7142857142857143,6,3
Antes,Aeginetes,0.7142857142857143,4,2
Keystone,Keison,0.7142857142857143,3,3
Sukenaga,Sengai,0.7142857142857143,4,3
Mesnager,Meuser,0.7142857142857143,4,2
Vivarini,Vivien,0.7142857142857143,4,3
Sérgio Fingermann,Sérgio Lima,0.7142857142857143,7,3
Agini,Aghinetti,0.7142857142857143,4,2
Monika Grzymala,Monika Waraxa,0.7142857142857143,5,3
Kashmir,Koshiro,0.7142857142857143,3,3
Vivarini,Varlin,0.7142857142857143,4,3
Keld Moseholm,Anders Moseholm,0.7142857142857143,3,2
Seghers,Stevers,0.7142857142857143,3,2
Shilpa Gupta,Subhasmita Gupta,0.7142857142857143,7,3
El Mac,El Muche,0.7142857142857143,3,2
Carington Bowles,Caroline Hutchinson Bowles,0.7142857142857143,8,3
Astrid Tiits,Astrid Theselius,0.7142857142857143,7,2
Masatomo,Masito,0.7142857142857143,3,2
Masatomo,Masako,0.7142857142857143,3,2
Alek O,Alex Ong,0.7142857142857143,3,2
Willis Humphrey,Ozias Humphry,0.7142857142857143,5,3
Maryam,Mary Way,0.7142857142857143,3,2
Maasai,Masaccio,0.7142857142857143,4,3
Nanook,Ian Cook,0.7142857142857143,3,2
Nanook,Jan Pook,0.7142857142857143,3,2
Ana Luísa Silva,Sena da Silva,0.7142857142857143,5,2
Distort,Ristoro,0.7142857142857143,2,2
Gloeden,Gedewon,0.7142857142857143,4,2
Unknown painter,Ixion painter,0.7142857142857143,5,2
Suhadi,Shahadin,0.7142857142857143,2,2
Sodom,Il Sodoma,0.7142857142857143,4,2
Solingen,Shogen,0.7142857142857143,4,2
Yukihiko Yasuda,Fusako Yasuda,0.7142857142857143,5,2
Niloofar Chaman,Niloofar Ziae,0.7142857142857143,5,2
Youssef Nabil,Youssef Abdelke,0.7142857142857143,5,3
E Chan,E. Cohen,0.7142857142857143,3,3
Ethos,Eutychios,0.7142857142857143,4,3
Samuel Kirk & Son,Samuel King,0.7142857142857143,8,2
Samuel Kirk & Son,Samuel Kohn,0.7142857142857143,8,2
André Ricard Sala,André Rival,0.7142857142857143,7,2
Youssef Nabil,Youssef Francis,0.7142857142857143,3,3
E Chan,Wu Chang,0.7142857142857143,2,2
Michele di Matteo da Bologna,Michele di Matteo Lambertini,0.7142857142857143,8,3
Muchiri,Eucheir,0.7142857142857143,3,3
Parlee,Paul Lee,0.7142857142857143,3,2
Gareth Nyandoro,Gareth Taylor,0.7142857142857143,5,3
Eliseo Mattiacci,Elio Mariani,0.7142857142857143,6,3
Gareth Nyandoro,Gareth Sansom,0.7142857142857143,5,3
Asbestos,Aberto,0.7142857142857143,3,3
Bosche,Bescheky,0.7142857142857143,3,2
Kait Rhoads,Katharine Rhoades,0.7142857142857143,6,3
Kreidler,Keizer,0.7142857142857143,3,2
Krafts,F. Kraft,0.7142857142857143,4,2
Iwana,Iwan Bala,0.7142857142857143,4,2
