artist (original),"""Best"" pair",Similarity,Character difference,Operations to transform
Jean Francois Millet,Jean-François Millet,0.9,2,2
Philippe Jacques de Loutherbourg,Philip James de Loutherbourg,0.9,5,2
Pietro Francesco Cittadini,Pierfrancesco Cittadini,0.8979591836734694,4,2
John Frederick Herring,"John Frederick Herring, Sr.",0.8979591836734694,5,1
Antonia Guzmán,Antonia Guzmán,0.896551724137931,2,1
Constantin Brancusi,Constantin Brâncuși,0.8947368421052632,2,2
Hermanus Jan Hendrik van Rijkelijkhuysen,Hermanus Jan Hendrik Rijkelijkhuizen,0.8947368421052632,6,2
Esaias Van De Velde,Esaias van de Velde,0.8947368421052632,2,2
Etienne-Charles Leguay,Étienne-Charles Le Guay,0.8888888888888888,2,2
Joseph Francis Nollekens,Josef Frans Nollekens,0.8888888888888888,4,2
Sir Anthony van Dyck,Anthony van Dyck,0.8888888888888888,4,1
George B. Sharp,George Sharp,0.8888888888888888,3,1
Juan José del Carpio,Juan José Carpio,0.8888888888888888,4,1
Vladimir Janousek,Vladimír Janoušek,0.8823529411764706,2,2
Hugo Van Der Goes,Hugo van der Goes,0.8823529411764706,2,2
Sir William Beechey,William Beechey,0.8823529411764706,4,1
Sir Nathaniel Bacon,Nathaniel Bacon,0.8823529411764706,4,1
Philippe-Jacques de Loutherbourg,Philip James de Loutherbourg,0.8666666666666667,6,2
Sir Lawrence Alma Tadema,Lawrence Alma-Tadema,0.8636363636363636,5,2
Zbysław Marek Maciejewski,Zbysław Maciejewski,0.8636363636363636,6,1
James Abbott McNeill Whistler,James McNeill Whistler,0.8627450980392157,7,1
Eugenio Hermoso Martínez,Eugenio Hermoso,0.7692307692307693,9,1
Alexander Vasilyevich Kuprin,Alexander V. Kuprin,0.7659574468085106,10,1
Édouard Dubufe,Edouard Louis Dubufe,0.7647058823529411,7,2
Joseph Rodefer DeCamp,Joseph DeCamp,0.7647058823529411,8,1
Kateryna Bilokur,Kateryna Vasylivna Bilokur,0.7619047619047619,10,1
Willem Buytewech,Willem Willemsz. Buytewech,0.7619047619047619,10,1
Domingos António de Sequeira,Domingos Sequeira,0.7555555555555555,11,1
Konstantin Dmitriyevich Flavitsky,Konstantin Flavitsky,0.7547169811320755,13,1
David Manzur Londoño,David Manzur,0.75,8,1
Robert Polhill Bevan,Robert Bevan,0.75,8,1
Roberto Domingo y Fallola,Roberto Domingo,0.75,10,1
Alexander Mikhailovich Rodchenko,Alexander Rodchenko,0.7450980392156863,13,1
Alejandrino Irureta,Pedro Alejandrino Irureta Artola,0.7450980392156863,13,2
Alma Kalaju Webou,Alma Webou,0.7407407407407407,7,1
Vaino Alfred Blomstedt,Väinö Blomstedt,0.7027027027027027,9,2
